RowNumber,CustomerId,Surname,credit_score,age,balance,estimated_salary,client_risk,random_id,timestamp,junk_feature
4871,21bc5bb1-4a3a-49e4-86c0-e4573bb6e239,Miller,803,61,13141.79,25539.07,1,94305467,2023-02-01 16:50:57,-0.5878
4872,7c95765a-c455-47e4-a18c-6dcf2fb35f3c,Wilson,718,42,25784.34,309076.55,0,30720823,2023-02-03 14:00:10,0.0613
4873,8653614c-fb28-4945-820d-6b363b3e54ff,Rodriguez,587,18,23355.07,26541.21,1,71434519,2023-11-07 22:02:31,0.2401
4874,cd16f514-a882-447e-be85-394b4dcea9df,Wilson,661,19,218545.25,59178.56,2,85117352,2023-07-07 18:07:14,1.2157
4875,20f0eae0-4e17-4fdb-8b29-098b77bbfeb6,Rodriguez,619,65,96058.97,131539.53,0,78956163,2023-08-25 20:34:28,-1.1273
4876,34270818-4cb8-419e-8aa0-4c99e7a2cb5c,Brown,599,44,24548.4,60955.89,1,98983115,2023-09-11 09:08:44,0.5719
4877,0dd308c8-a7e1-445a-95fd-7cd652517674,Wilson,582,19,122621.92,50062.91,2,51101746,2023-03-28 17:20:27,1.3283
4878,20088056-0074-4a12-ae8d-124eeb74aa6f,Davis,671,47,20975.82,50530.78,1,98584973,2023-06-08 06:23:12,2.5205
4879,e4e16209-4cf3-4e2a-b707-9815a6928eca,Williams,615,68,55116.19,41165.61,1,53012062,2023-12-03 00:08:20,1.0496
4880,399112d1-1b4a-4fff-94b8-3b05791d3bc9,Miller,698,27,170034.87,98884.61,1,51719177,2023-06-10 21:20:48,0.3614
4881,e10043c4-3acc-46a7-b4ea-93a9acdbfeee,Smith,699,36,24737.68,3104.39,1,19361193,2023-10-28 14:04:40,0.275
4882,dbe7de6c-e8f6-4afe-9042-c891ca6b390e,Jones,718,59,56953.74,129837.21,0,91724793,2023-06-13 21:34:57,1.5521
4883,b29a3a85-8fa3-4f5a-989f-4470dd4c690a,Miller,607,33,17543.44,52955.72,1,40857263,2023-02-28 21:19:01,-0.2864
4884,8a42c964-34cd-48de-9f02-1df1feda17f0,Jones,673,30,15483.59,113378.17,0,60993752,2023-03-03 22:40:24,0.7959
4885,9da2ed99-5c65-4211-b3b2-c51667cee33c,Davis,681,65,42684.19,626.83,2,73829323,2023-04-23 06:10:26,2.1941
4886,8ec6ed6a-c8e4-46f9-9772-eb58ac79e373,Brown,626,67,193795.64,122080.21,1,49988379,2023-04-08 02:11:17,-0.1094
4887,c719ad9f-3dfe-4bf7-ad80-a91cc09a62c1,Jones,611,25,30177.56,7679.38,2,67314802,2023-03-05 00:18:08,-2.014
4888,c1e99cc7-b884-487f-a415-5b708c148d67,Brown,730,67,138739.13,76639.51,1,26341143,2023-02-07 19:57:33,-0.8608
4889,cab6d5c3-e585-4019-b154-d5922c525d45,Rodriguez,661,48,122882.2,32324.85,2,55392531,2023-01-21 07:50:22,0.2934
4890,381d8b65-4fa2-44fc-a7fb-3ce8776c79f5,Johnson,681,62,14635.58,68567.47,0,78351449,2023-10-17 14:00:22,-0.837
4891,497a1027-9557-4027-b698-3cd148cbb8bb,Smith,608,42,25693.13,59362.3,1,13949508,2023-03-22 07:01:53,-0.3472
4892,28958cfe-00cc-4469-872e-ea539998f481,Brown,589,56,51543.36,10704.31,2,34471578,2023-08-28 23:23:00,-0.295
4893,a956dc2b-8e63-4b7c-a6aa-9ae1852ff134,Miller,621,38,36495.32,43368.62,1,30825051,2023-05-18 11:48:36,0.5609
4894,93240c73-86bc-4236-9ad9-84f5d9cdc139,Wilson,643,67,5044.0,19479.89,1,61356260,2023-07-31 05:30:19,-0.946
4895,3c80b5a1-399f-4579-8ad8-fe0d82715fc9,Garcia,596,55,253344.65,49318.43,2,71161383,2023-10-25 20:13:36,-0.5838
4896,54f952ce-22e3-4e1d-ae65-59b3519f53b8,Brown,649,58,69848.36,80365.4,1,42054470,2023-04-17 04:54:50,1.407
4897,eae4fd86-ecca-47b4-8678-9a4d334e36f4,Smith,565,46,28785.46,5085.02,2,87154386,2023-11-30 22:50:38,-0.482
4898,56f7d3d6-b3ce-4f02-bc10-b3130f3e33d0,Rodriguez,593,23,48138.8,43510.78,1,65393873,2023-03-08 18:29:42,0.7258
4899,0ca0aedd-ee88-4d16-98cd-6c92ca422a7a,Williams,683,35,4582.35,57681.97,0,46744334,2023-04-18 08:50:43,0.0139
4900,10439c16-369f-4673-a690-d2a2c46c0c72,Miller,680,66,34189.72,21004.73,1,68626918,2023-10-25 14:04:19,-0.0231
4901,7e4b9737-89c1-46b8-9cef-bf428830fbd6,Wilson,630,61,133561.15,183460.91,0,77194290,2023-09-14 05:45:03,0.7381
4902,0b912329-6d17-4b30-985f-59a9cd0b8961,Garcia,599,52,113457.98,44076.02,2,10636356,2023-07-05 00:32:38,-1.8625
4903,8e9f900f-36ac-4975-8b1f-33cfb0de22f6,Jones,598,44,20577.74,12091.52,2,34518183,2023-04-17 23:07:37,0.4433
4904,8f4ff1b5-b0e1-4edf-a266-3e7e76a54de6,Davis,631,22,37896.86,6843.11,2,69655162,2023-10-06 20:38:04,0.5528
4905,09a20d44-7855-40c6-8770-8c5fa8b11dc5,Wilson,682,24,59764.45,46808.58,1,60668740,2023-03-20 13:29:52,0.8484
4906,60ec7256-e0c7-4d87-9f26-3e5eb4bb4881,Rodriguez,696,27,20776.47,28223.11,1,42232618,2023-06-10 12:07:41,-0.3755
4907,358fee4b-92b3-4fc2-ba9a-346780ecf149,Smith,625,27,3353.98,12832.23,1,35103167,2023-09-26 03:10:13,0.0005
4908,cdceffd9-5073-46b9-9518-f52b1a37950b,Garcia,592,68,35204.51,1870.77,2,90525190,2023-06-04 19:33:36,-2.4525
4909,634b6fba-9da8-4a67-9b20-8feac193af17,Johnson,663,45,46019.42,50165.66,1,15016861,2023-04-12 03:01:03,-0.6698
4910,84a01db2-dd24-46da-9bdf-f668095ae65b,Smith,608,53,292.94,54767.85,1,21270640,2023-08-09 10:18:23,0.1756
4911,bfd24a8f-1022-4e9f-8e9d-09e1bd8e4c92,Brown,624,27,5022.82,9175.27,1,98636979,2023-03-09 09:04:37,1.4707
4912,029df586-2e7d-4428-8cfe-a3ed08819880,Miller,716,67,11614.93,55238.72,0,46574822,2023-10-04 00:05:45,1.8458
4913,3bdb1305-a7b3-4e90-b1d8-b0a0e7735a58,Garcia,691,52,21389.55,182159.21,0,54084256,2023-08-11 10:23:26,-0.3424
4914,84b4bdea-3cbd-4bbc-ae68-098f9c104cab,Smith,657,70,38940.83,229814.44,0,56379784,2023-02-05 11:56:17,0.874
4915,01bc7c24-b178-467d-a396-b391bcf0724b,Smith,586,52,17395.88,131620.04,0,49355914,2023-11-16 13:12:25,-0.1472
4916,f80acb0f-1635-441d-9120-be87766972ff,Wilson,660,54,16160.89,98728.34,0,16370683,2023-12-27 02:56:26,-1.616
4917,f4c88094-d76d-44e6-ae31-3a8e4b856bf3,Johnson,703,65,101761.41,14095.35,2,39626249,2023-08-29 10:57:20,0.6051
4918,a29ca064-2c04-45fb-b666-444d73a36e59,Rodriguez,631,37,7835.65,10207.11,1,99953267,2023-12-25 06:19:13,1.8313
4919,95bacfcb-8ab0-413e-aca6-7c41ff62ba36,Brown,717,30,34205.42,35321.57,1,12848864,2023-04-26 12:23:45,-0.3814
4920,3a0cf5dd-c629-4008-aa7a-66132eec7440,Davis,714,28,152694.26,57996.93,1,98862867,2023-04-24 02:47:48,-0.9073
4921,2f1f79c5-ced0-424d-8472-a4d80c1bf65c,Williams,733,62,49043.23,114099.29,0,58009732,2023-06-26 18:14:43,0.0674
4922,782a4e08-acd2-4675-8d67-3c0c40f67763,Smith,665,36,63151.74,15835.05,2,23131246,2023-05-29 11:49:51,-0.1228
4923,abe5fad9-a844-40fd-91e8-60e9c46d8d20,Smith,679,45,28214.57,39194.97,1,14368663,2023-10-16 22:52:59,2.61
4924,6956b1c9-5dcb-4ed2-9f25-451b682be7de,Rodriguez,720,55,1006.67,62552.11,0,91023391,2023-06-24 17:21:07,1.0059
4925,9baf6f45-7ff4-4222-8ac4-06ad77d5e78c,Brown,672,62,51941.34,35391.46,1,68472437,2023-05-11 07:46:16,0.1294
4926,f917c5ae-27ae-4a49-adc9-8baee5bc2035,Williams,624,21,49973.33,36329.47,1,35427230,2023-12-14 15:24:58,-2.8953
4927,f1e20c34-9e20-43a0-b21d-3ef2df2ee410,Jones,627,54,5850.72,15302.61,1,30808235,2023-05-14 22:14:08,-0.1433
4928,893957f3-fb53-49cc-ac26-11f16389cf9f,Smith,661,36,31009.68,259023.36,0,86570829,2023-10-28 05:19:25,1.8522
4929,b5ce3ed1-f7d5-4668-b592-903b1a7aeb6d,Williams,585,54,123449.07,38683.51,2,32689682,2023-03-08 06:25:48,0.08
4930,510ce57e-cbe2-4c90-8c85-e77511d3f6e3,Brown,642,70,11475.99,45652.42,1,22952553,2023-06-13 15:49:45,0.8218
4931,643d9150-dfe0-4ab1-9d4f-bca1d78fc55e,Miller,704,31,30911.15,14796.96,1,70919563,2023-05-28 14:02:32,0.392
4932,d99b60dc-f35a-4942-a4be-f06f3168b211,Rodriguez,540,48,30911.56,43309.68,1,51366808,2023-09-19 15:58:23,-0.4867
4933,81d04037-364b-4ded-a9a9-1890511787fd,Williams,726,45,83237.35,17690.42,1,35421234,2023-01-20 06:39:23,1.6913
4934,4f6041fd-9e33-4046-97cd-b7963960213f,Brown,706,53,87027.43,13564.09,2,29780724,2023-03-05 08:52:02,0.1889
4935,0a91d540-9bd5-4c02-8104-80492d415c1a,Jones,627,61,71203.84,19354.82,2,73990413,2023-04-21 08:56:07,-0.7069
4936,3698104b-d7dd-4cf0-b61a-ef23f6b9ee10,Garcia,677,55,22742.29,165.81,1,70069447,2023-04-17 10:53:24,0.0215
4937,6d5b71ee-b829-4c12-a0c3-b443632f7d45,Rodriguez,650,36,3738.17,50659.29,1,63650456,2023-01-23 02:58:49,1.4275
4938,9e84881f-059d-4e42-a9a8-23a391997d33,Williams,711,59,21499.39,29410.42,1,13070038,2023-04-27 05:32:30,-1.4795
4939,a9e82822-1c71-44a5-8579-ca3a3b31a0bb,Williams,699,18,56939.1,137373.63,0,41554147,2023-12-17 15:20:18,0.2703
4940,94da577f-3094-40fc-9e1c-daf0e929f7b4,Davis,579,40,60658.51,2493.53,2,81439755,2023-03-20 05:20:56,0.0736
4941,c798d31d-5d06-44ed-a352-0d349e444e6b,Rodriguez,679,45,167620.66,2649.67,2,18833201,2023-08-18 08:29:28,-1.5401
4942,fb8435b5-5afb-484d-8771-43fbbca11706,Smith,639,65,30223.97,130226.88,0,66666251,2023-05-28 15:44:47,0.7668
4943,422e1e52-fd6d-43a2-a71a-c914b48e3772,Smith,654,21,50042.83,8124.77,2,93810147,2023-10-13 14:08:07,0.2565
4944,da0be0b9-eec6-4aac-b246-f818e209abb9,Johnson,613,58,38738.57,129.75,2,85510191,2023-10-03 06:33:38,0.8785
4945,86548e9d-2fd9-4ec3-9807-22597d6a820a,Miller,737,35,8162.35,11827.64,1,77357617,2023-06-09 21:43:30,1.1381
4946,9838b9c6-1e2a-433e-8e14-4f00c9c39931,Williams,702,66,30920.77,104194.08,0,42334354,2023-11-26 03:04:41,-0.0556
4947,be35870f-ec9d-4f25-96f1-c86d18385c67,Garcia,613,64,39354.78,97386.07,0,24315887,2023-09-11 18:17:34,-0.5556
4948,dfbf58b8-c48d-46b3-8f46-54b1c3806ab0,Jones,583,68,150541.9,24942.95,2,14920062,2023-11-21 09:12:43,-1.4245
4949,43ca42e8-716c-4592-8d4f-5633a62bc835,Williams,630,56,22827.85,66162.81,1,15417012,2023-07-06 10:56:14,-0.6443
4950,3e93b080-c2a2-421a-821b-d44b169c1f12,Garcia,671,42,195849.52,42465.16,2,43911330,2023-01-10 22:06:38,0.0109
4951,2fbf9a00-dc97-4ee6-a00a-768ecb3306fc,Garcia,662,35,39077.07,141065.56,0,56124400,2023-08-16 08:35:38,-0.9636
4952,8424ba5a-864c-42f5-b3c4-b5481698b9c7,Johnson,712,23,13884.56,3484.67,1,45513061,2023-01-07 17:25:13,0.5835
4953,c61f3922-4b75-4c80-9474-17221bafc32b,Jones,689,36,10638.9,100656.3,0,99228338,2023-05-15 06:54:42,-0.9034
4954,b18a6378-1c0c-411e-b46d-c2679146ae3d,Williams,698,70,7639.78,11223.07,1,35058664,2023-03-04 07:17:30,-1.7628
4955,62e960c4-c88f-4c19-833f-33aaa958ebbe,Davis,666,29,30159.19,29817.42,1,59376146,2023-07-18 09:21:09,-0.5779
4956,c05c4733-a039-452c-a27a-06235e6b75db,Johnson,580,42,1108.52,12788.41,1,90459818,2023-02-12 23:21:47,0.1842
4957,be42de13-eea0-4108-8934-19b285bb0beb,Rodriguez,640,52,29443.44,72763.54,1,93752482,2023-09-13 15:27:13,-1.2594
4958,c26ab3b2-49b8-4621-9ad7-5ee010bdc8fa,Johnson,703,18,222857.74,68053.03,2,82317454,2023-10-28 18:25:28,-0.8883
4959,16ef95ef-16ec-4a38-89a2-0fca83eb73cb,Johnson,647,22,55449.32,47630.79,1,51790095,2023-10-14 09:39:45,-0.6302
4960,5d4f267d-c279-480e-97d2-49a73d7015d2,Miller,675,18,71311.28,71872.1,1,42736098,2023-11-09 09:15:05,-0.4989
4961,ff190fbd-5224-473d-8e79-2309efaa5a67,Williams,634,25,6335.19,61226.58,1,90606276,2023-11-11 17:11:51,0.2979
4962,37fdb3bc-f013-46eb-bdc0-405bbd6e6c3f,Williams,598,56,32037.31,89885.08,0,43230534,2023-06-25 07:28:57,0.6379
4963,c7f575e4-5a8d-46dc-9d63-c5923d079ab4,Wilson,643,64,16859.24,16419.39,1,46874324,2023-09-05 07:22:55,-0.4744
4964,4b183456-6762-4275-b801-240c0ca7f269,Johnson,665,60,112261.83,33612.78,2,44432168,2023-09-08 06:01:07,-1.0389
4965,63b2529f-61a2-4820-9b7e-bf5d60946414,Jones,617,35,10001.42,9866.06,1,64022069,2023-06-15 09:25:40,0.1367
4966,717a3490-3faf-4efc-ab5a-9fab7411d956,Jones,638,63,30692.16,33684.37,1,21679424,2023-09-04 11:56:13,0.5177
4967,90d8a383-47e3-4e09-a865-34296b9f15fc,Davis,603,26,44342.39,72577.68,1,78877272,2023-11-20 19:27:44,1.6138
4968,5d1db3c7-71bf-44b4-94e7-3db23e94ab8b,Garcia,705,22,36081.56,70540.84,0,31336151,2023-03-18 02:30:43,1.1462
4969,aa9a9330-9ac1-439a-a3bd-6cbc0e57a979,Garcia,635,21,88669.52,74154.01,1,23999405,2023-05-29 14:45:09,-1.2588
4970,12eb7b85-7950-41c5-b6e0-235bfe3ed13c,Williams,722,61,13162.69,22156.75,1,93899195,2023-11-06 20:57:31,-0.141
4971,2fb02b30-cff7-4111-a9cb-505127f54bfb,Miller,726,46,23691.84,65120.56,0,83679438,2023-09-19 08:48:41,0.4562
4972,b37e2456-bbb5-4e1b-8dd2-c4067a715cb8,Jones,645,18,78531.13,27481.31,2,25468720,2023-02-23 23:00:01,-0.8502
4973,e815a47b-4b83-4749-be3b-4640d8f99b49,Brown,599,47,37546.38,173473.74,0,21924237,2023-04-18 10:19:41,-0.3507
4974,89ced779-5cae-4bf1-b303-898272549200,Wilson,545,62,25718.04,25237.74,2,21335431,2023-09-26 07:21:30,0.674
4975,ca910a6d-5ff6-44eb-ad5f-52519a09cc7a,Miller,576,18,1494.23,55431.9,1,27224429,2023-10-27 12:20:34,0.25
4976,8bd4f96e-6b2d-47bc-859f-469c2d56daf0,Brown,581,20,69996.43,83212.64,1,16940240,2023-01-18 21:03:06,0.0017
4977,0beb7beb-901a-4732-aa05-c80f10d9e6cf,Garcia,718,39,179103.74,142128.26,0,15549252,2023-03-21 07:53:07,-0.6535
4978,7d4a638b-5923-416a-bf9a-561d181c7ba6,Rodriguez,655,25,48416.98,34567.58,1,69118376,2023-02-23 18:47:43,-1.4456
4979,2db84059-63c6-4b5e-9860-2cfb79956014,Smith,669,35,97085.38,26822.72,2,98302772,2023-12-01 12:20:18,-0.3124
4980,4fbc18ba-bd5f-4733-bc82-3e5a9c14f31a,Smith,538,42,36374.07,33730.1,2,16523315,2023-09-20 00:03:04,-0.0912
4981,617b1b5b-99da-473f-8a98-fd7d38d33f31,Brown,590,65,13177.51,23466.79,1,73713044,2023-10-05 20:34:29,-1.4684
4982,31217bff-c5f1-45d7-929a-f5b60bf173e1,Miller,694,69,727.37,63665.9,0,28021673,2023-02-02 02:18:39,0.048
4983,c93d4079-f9a7-4b02-b812-abc683176ef8,Garcia,664,37,52978.95,161930.65,0,40353216,2023-07-04 23:45:03,0.392
4984,1ea39dbc-5d57-408e-8673-9276f1673560,Smith,642,48,33972.95,8085.37,2,85139024,2023-11-29 10:33:14,-0.692
4985,8a3aa7b0-260e-45a2-acc9-1f1b2dfa75ac,Williams,678,47,76185.53,49384.7,1,16296028,2023-11-15 17:41:24,0.4034
4986,5f28aa8f-a6d3-42fc-b266-1944a8259b12,Brown,731,33,59320.14,136760.67,0,68751699,2023-10-28 07:43:48,0.2757
4987,c9ce3a27-c311-4ab4-8bd4-aaa8b22746cd,Wilson,638,19,220944.36,6329.27,2,27832688,2023-12-19 11:34:25,-0.3045
4988,0f936d5a-0770-467e-bad5-f3bd5827b8db,Johnson,653,34,35699.4,40857.16,1,23636721,2023-06-03 04:58:51,-0.416
4989,7e765ab4-4a56-4915-8498-7773da3c35c9,Rodriguez,659,27,27858.73,120250.96,0,17764390,2023-03-03 13:46:37,-0.3322
4990,1d71c4e0-b746-40dc-b1f5-419f055c8111,Williams,769,24,16895.44,138427.05,0,72261564,2023-05-24 04:23:08,-0.8562
4991,691a5500-4e4a-460e-a5cc-aa1b40092293,Brown,545,59,32395.43,43336.29,1,96138811,2023-08-04 22:01:28,0.3446
4992,dcd829ab-3753-48e9-8c61-706b29d0cbcd,Brown,684,68,103127.84,1516.11,2,74526020,2023-04-29 00:02:09,-0.8453
4993,a82be2c5-27b6-48e8-b6c0-96ec8f586935,Smith,644,69,2168.33,6698.76,1,52482953,2023-05-07 21:47:16,-0.7811
4994,97308d4f-e59c-4202-85bd-4382061a917e,Jones,678,26,190608.99,53017.32,2,19509566,2023-04-18 13:57:10,0.4973
4995,d875bea7-d83d-4b89-8744-f0ef322f9c65,Jones,617,34,250336.11,7933.67,2,22011270,2023-10-30 17:12:50,-0.2421
4996,c300f1c9-f31e-4acc-9521-a7ec1be0bf24,Johnson,647,26,45542.95,9710.05,2,67377314,2023-01-04 04:36:12,0.0617
4997,ae362dc9-6084-449c-98a3-e0d4bfffefb5,Smith,685,26,20139.25,88735.4,0,97176026,2023-04-24 16:47:19,-1.7116
4998,2c31ece9-c3f7-4a77-91bb-89441d2e72f6,Jones,805,54,12618.9,83343.99,0,90420905,2023-07-15 17:27:32,-0.5233
4999,b4d7aaf3-e494-464f-9b5e-d9f11785a2bb,Jones,690,41,16182.07,111003.79,0,29007188,2023-04-19 06:35:05,1.6808
5000,018bad68-dec3-42cb-834c-f84b50f955d1,Davis,607,56,2570.21,6705.2,1,28035799,2023-09-02 04:32:27,-1.7808
5001,cb79be67-8a9d-4c15-b83c-fdbfe432882b,Wilson,628,28,32228.42,13249.64,2,49312668,2023-04-14 18:00:02,1.7496
5002,5c8fbe16-bc9d-4ddc-9d39-f0bec9253a1f,Wilson,627,25,2951.65,107371.83,0,85290917,2023-01-03 07:28:18,0.2612
5003,be725365-e8b7-4bd3-a25f-8c51ec342317,Johnson,560,42,63376.56,76611.45,1,64598401,2023-11-17 10:13:38,-0.533
5004,df5ecdd9-3f2b-4835-b8d4-89643ef0e818,Garcia,633,63,23255.14,98380.26,0,85597336,2023-01-07 02:03:22,-0.2044
5005,6260a9de-8758-4d17-a004-1cb8e63ac784,Jones,686,19,11117.49,274803.34,0,43951425,2023-08-21 15:20:11,1.2305
5006,37321df1-46e7-4fc5-aab9-2ccc7a4b5ea9,Jones,586,27,39356.8,119896.74,0,41283258,2023-03-18 09:59:46,-2.2775
5007,798ef876-79aa-4066-8349-a3a730c29d3d,Rodriguez,702,70,182022.2,44096.08,2,16452689,2023-05-21 06:14:43,1.4154
5008,4a6d0fcf-9d34-461f-9b70-606b2b522c5b,Johnson,674,41,59393.66,22330.66,1,17495273,2023-04-05 21:30:17,0.2656
5009,aa503e7d-f9ee-40d4-8fae-2defb8be569f,Wilson,613,65,33838.78,50593.09,1,93085830,2023-03-11 23:52:48,1.0122
5010,06b987d3-240e-4d1a-8c6c-5e35c6770ebc,Johnson,642,33,75009.96,61063.96,1,83113264,2023-04-25 11:16:27,-1.7483
5011,c5daa1f7-d627-42fa-bbd2-73798a48ce80,Jones,729,36,66870.73,24506.26,1,57460547,2023-02-06 03:06:10,-0.2275
5012,117c0596-c2a1-4d5f-b893-2c344727d1cc,Smith,686,48,111158.88,88425.5,1,24064491,2023-11-20 07:35:53,-2.3284
5013,07f6f937-2a12-41bb-bf47-84547836acc6,Jones,650,28,11449.84,5840.48,1,23190887,2023-05-09 03:06:33,1.1976
5014,fdbdde07-ca9c-4e7b-9cf4-153a5e0d5b5f,Jones,638,23,97906.38,90682.31,1,84972361,2023-07-26 00:01:56,-0.9827
5015,2127e9e1-8167-4ebc-b676-404fe6ecf933,Garcia,653,23,17907.09,1951.3,1,67438642,2023-03-11 04:57:43,-0.9974
5016,7ac63eb8-d48c-413e-89bf-f062718094a2,Miller,624,49,141509.98,41345.25,2,31614440,2023-05-28 23:48:55,-1.9344
5017,e4de076d-7c24-4724-97ef-7785cc4bb124,Miller,544,56,16499.23,118585.58,0,83049819,2023-09-25 13:11:52,0.4444
5018,5daa5f1b-6b73-4e41-b9a1-ca8e6ff8e8c7,Jones,752,65,130761.16,5428.0,2,94521807,2023-04-17 19:44:24,0.0719
5019,4426f9e3-dfe3-47d7-a7e0-fd116233c8ad,Jones,657,30,165921.98,43756.18,2,58673248,2023-10-23 05:43:08,-0.7479
5020,1e16fdc6-6616-4726-bdd7-c6e80554356c,Garcia,669,20,7861.43,10417.75,1,73111049,2023-07-19 07:59:17,0.2631
5021,93e6a3a5-21c8-4160-bcd9-36478f09ba8f,Smith,647,58,183453.61,135122.5,1,33780335,2023-07-28 06:43:24,-0.7799
5022,421ad765-f245-4af0-8d19-b67bc0de4924,Rodriguez,613,52,4481.08,107151.01,0,25619860,2023-11-28 16:47:10,-1.7593
5023,5469276f-3c55-408e-a6f5-211d7f332b76,Miller,640,55,12331.34,163010.85,0,51410842,2023-09-03 21:31:02,-0.3638
5024,b790ab4b-2cd0-4f0e-9e1f-04e9186c51fb,Rodriguez,570,34,29364.53,124758.02,0,72493268,2023-04-07 03:20:59,1.6447
5025,89af2350-45c9-429e-974e-f5a3a6a36f95,Johnson,763,20,252552.29,80034.25,2,20672346,2023-10-15 10:05:35,0.9717
5026,eca5f2a2-627e-43c1-b4e1-d4dc6681a009,Williams,588,51,33526.55,12265.87,2,52851204,2023-11-28 18:14:36,0.4554
5027,78d5dac0-178e-400f-9f47-9406aa1f7077,Smith,598,29,39970.9,21615.39,2,29468002,2023-10-20 17:31:11,0.244
5028,3b4cf60d-359e-40c0-8abc-a26d5eeb2019,Jones,627,41,59277.99,41212.63,1,71888469,2023-07-03 09:35:06,-0.3633
5029,fdef1ec5-a5a9-4313-bd4a-f5822d0252c9,Johnson,714,23,172561.77,53334.66,2,52468154,2023-11-03 21:10:03,0.736
5030,5e5b3b0a-c1e0-477f-bc5a-c2a15cb62fc0,Smith,650,59,76473.93,91446.11,1,50849315,2023-05-03 05:36:13,0.5653
5031,165825f5-a65e-47fc-a51a-aa2dc138883e,Rodriguez,588,28,12690.06,15445.44,1,41203617,2023-07-22 19:06:27,-0.0831
5032,469d6d82-f792-4938-90d4-7ca000f912b1,Rodriguez,712,65,18047.84,8237.04,1,95418547,2023-10-15 21:48:18,0.1991
5033,d7dbf39e-ff96-433a-8b07-3a9f46d28062,Miller,686,44,5136.43,39537.52,1,90499189,2023-05-03 19:04:14,-1.6059
5034,b08de3d1-b21f-45db-8aad-af1d25011d9a,Garcia,676,65,51704.8,10307.22,2,49483781,2023-02-09 20:56:10,-0.4803
5035,86fefd33-eb6a-44c9-8cb8-bd1bcdf1555f,Rodriguez,685,41,9967.71,70998.63,0,71017146,2023-04-04 10:57:38,-1.1931
5036,42eb3fb5-9856-4df4-ad40-75b5cf66ef72,Jones,769,35,14880.22,51429.1,0,57187000,2023-02-18 07:28:49,-1.2122
5037,ac6e8613-525c-4cbb-bbed-47b620e86803,Johnson,759,44,109513.59,81080.61,1,37354743,2023-05-20 22:00:07,0.4703
5038,44e97183-b9cb-4aab-892d-c7755b9c9ab0,Brown,615,58,19782.35,3932.28,2,85795492,2023-12-20 12:25:58,-1.2646
5039,acb6f7a1-60eb-4be5-9ae8-2af16e6db606,Williams,731,38,41810.1,200628.19,0,59991353,2023-08-11 13:31:19,0.7681
5040,c004497b-c1e8-4ae6-a60c-c094cd37e7ee,Wilson,669,68,25338.86,0.33,1,12249503,2023-06-04 10:07:08,1.032
5041,6e921fb6-d14b-4e2b-8c3f-bd318c742112,Davis,674,51,3845.74,23621.89,1,74551037,2023-04-25 22:10:13,-0.0617
5042,52bf610d-b879-4345-91b4-1f90efac3edd,Wilson,565,50,22538.59,68297.62,1,95997268,2023-09-13 01:26:52,-0.6055
5043,bd2c0ecb-c7ec-48b5-a2b7-861f33ba253d,Wilson,641,65,26218.19,2771.56,2,79492412,2023-11-29 13:52:41,1.031
5044,f0ee5f16-683a-484f-8529-584ea1112956,Wilson,609,35,113024.72,5221.75,2,77897323,2023-04-29 20:09:50,0.5524
5045,63ae7816-5953-4076-8ee9-46a11341c5f8,Garcia,691,20,19611.45,4786.86,1,47572204,2023-05-27 22:50:35,1.1952
5046,1409ae22-a49b-4e1c-92ea-0965caadaa0c,Jones,703,41,23840.63,52266.1,1,33166003,2023-05-18 23:43:53,-1.0815
5047,96907d4c-740d-4f8b-97ce-b2d62188ba24,Johnson,546,18,76369.12,135758.79,0,15237588,2023-11-05 17:11:32,-0.2603
5048,17336ae3-fedf-4919-ba64-ef1a25992b22,Rodriguez,648,23,71138.92,48639.81,1,59653679,2023-03-16 13:05:36,-0.2186
5049,2456f587-be78-4017-8b6e-82c3bc6af92f,Smith,706,36,80045.04,55515.55,1,76058062,2023-02-11 10:57:43,0.2094
5050,53966aa1-92a6-49c6-8f00-506ccc08d074,Jones,640,39,153707.12,25479.03,2,19533853,2023-11-23 19:33:21,0.6249
5051,90547090-4df1-4287-8069-fa75ac9d0df5,Williams,686,68,79373.43,1135.14,2,76173243,2023-05-14 13:14:08,0.1378
5052,254284c4-63b6-4a3d-8e22-97fcf466b783,Garcia,667,60,26179.35,1311.1,1,12447505,2023-06-12 01:49:12,1.3354
5053,f3f5cec0-0be1-4e49-9bd5-fbe75aceae2b,Garcia,667,25,86160.72,131521.67,0,67096155,2023-01-26 04:30:53,-0.3747
5054,ff7610aa-01db-4178-a1b9-87f295e24863,Smith,636,22,35532.44,6493.37,2,29155148,2023-07-02 15:43:54,-1.049
5055,673b695c-9944-4d0b-a401-a35ff50f89a5,Brown,589,69,16266.71,507924.97,0,53632618,2023-10-01 10:23:22,-0.6657
5056,84e67429-2742-4029-9810-2039bb05762f,Wilson,593,26,18042.54,10777.94,2,23955529,2023-06-13 14:44:07,-0.7901
5057,d2f52d26-216d-4f2b-ada5-6bc09e76bb88,Garcia,685,64,12669.98,67368.36,0,19890478,2023-12-30 14:06:50,-0.4559
5058,07c89a55-e2a5-4eb1-a3ef-ba7b7b627b7f,Rodriguez,650,38,7832.28,178503.42,0,14637926,2023-04-23 13:45:19,-0.2692
5059,eca21945-75c7-4a1c-8b68-732bea81c8fc,Rodriguez,643,45,10197.1,26992.23,1,69768445,2023-02-18 13:56:40,-0.2268
